passage	node	occurrence	OSMmorph	stemOSM	stemBHS	conjOSM	conjBHS	personOSM	personBHS	genderOSM	genderBHS	numberOSM	numberBHS
Lamentations 1:22	363953	עֹולֵ֣ל	HVmv2ms	poel	piel	imperative	imperative	2	2	m	m	s	s
Lamentations 1:22	363957	עֹולַ֛לְתָּ	HVmp2ms	poel	piel	perfect	perfect	2	2	m	m	s	s
Lamentations 2:8	364138	אֻמְלָֽלוּ	HVKp3cp	pulal	pual	perfect	perfect	3	3	c	?	p	p
Lamentations 2:11	364189	חֳמַרְמְר֣וּ	HVjp3cp	pealal	piel	perfect	perfect	3	3	c	?	p	p
Lamentations 2:19	364388	עֲטוּפִ֥ים	HVqsmpa	qal	?	part pass	?	_	_	m	m	p	p
Lamentations 2:20	364401	עֹולַ֣לְתָּ	HVmp2ms	poel	piel	perfect	perfect	2	2	m	m	s	s
Lamentations 3:17	364579	תִּזְנַ֧ח	HVqw3fs	qal	qal	wayyiqtol	wayyiqtol	3	2	f	m	s	s
Lamentations 3:20	364603	תשׁיח	HVhi3fs	hiphil	qal	imperfect	imperfect	3	3	f	f	s	s
Lamentations 3:45	364795	מָאֹ֛וס	HNcmsa	tiphil	qal	?	inf abs	s	?	a	?	?	?
Lamentations 3:51	364840	עֹֽולְלָ֣ה	HVmp3fs	poel	piel	perfect	perfect	3	3	f	f	s	s
Lamentations 4:8	365069	יָבֵ֖שׁ	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
Lamentations 4:10	365095	בָרֹות֙	HVpc	piel	?	inf cons	?	_	_	?	f	?	s
Lamentations 5:18	365419	שָּׁמֵ֔ם	HVqp3ms	qal	?	perfect	?	3	_	m	m	s	s
Esther 4:4	367209	תִּתְחַלְחַ֥ל	HVfw3fs	hithpalpel	hithpael	wayyiqtol	wayyiqtol	3	3	f	f	s	s
Esther 9:18	369595	נֹ֗וחַ	HNcmsa	tiphil	qal	?	inf abs	s	?	a	?	?	?
Esther 9:27	369840	קבל	HVpp3ms	piel	piel	perfect	perfect	3	3	m	?	s	p
Daniel 2:9	370707	שְׁחִיתָה֙	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 2:9	370708	הזמנתון	AVhp2mp	haphel	hithpeel	perfect	perfect	2	2	m	m	p	p
Daniel 2:9	370715	יִשְׁתַּנֵּ֑א	AVMi3ms	hithpaal	etpaal	imperfect	imperfect	3	3	m	m	s	s
Daniel 2:13	370814	הִתְקְטָלָֽה	AVMc	hithpaal	hithpeel	inf cons	inf cons	_	?	?	?	?	?
Daniel 2:24	371016	אֲזַ֣ל	AVqrmsa	peal	peal	part act	perfect	_	3	m	m	s	s
Daniel 2:24	371019	אֲמַר	AVqrmsa	peal	peal	part act	perfect	_	3	m	m	s	s
Daniel 2:24	371025	תְּהֹובֵ֔ד	AVhi2ms	haphel	haphel	imperfect	imperfect	2	3	m	f	s	s
Daniel 2:26	371076	חֲזֵ֖ית	ATr	hithpolel	peal	?	perfect	?	1	?	?	?	s
Daniel 2:31	371172	חָזֵ֤ה	AVhrmsa	haphel	peal	part act	part act	_	?	m	m	s	s
Daniel 2:31	371190	דְּחִֽיל	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Daniel 2:40	371367	מְרָעַ֥ע	AVqrmsa	peal	pael	part act	part act	_	?	m	m	s	s
Daniel 2:41	371387	פְלִיגָה֙	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 2:42	371422	תְבִירָֽה	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 2:44	371457	יְקִים֩	AVai3ms	aphel	haphel	imperfect	imperfect	3	3	m	m	s	s
Daniel 3:1	371624	אֲקִימֵהּ֙	AVap3ms	aphel	aphel	perfect	perfect	3	3	m	m	s	s
Daniel 3:17	371990	יָכִ֖ל	AVqi3ms	peal	peal	imperfect	part act	3	?	m	m	s	s
Daniel 3:19	372031	אשׁתנו	AVPp3ms	ithpaal	etpaal	perfect	perfect	3	3	m	m	s	s
Daniel 3:22	372100	מַחְצְפָ֔ה	AVarfsa	aphel	haphel	part act	part act	_	?	f	f	s	s
Daniel 3:24	372155	מְכַפְּתִ֔ין	AVprmpa	pael	pael	part act	part pass	_	?	m	m	p	p
Daniel 3:25	372171	שְׁרַ֨יִן֙	AVQsmpa	peil	peal	part pass	part pass	_	?	m	m	p	p
Daniel 3:25	372172	מַהְלְכִ֣ין	AVarmpa	aphel	haphel	part act	part act	_	?	m	m	p	p
Daniel 3:28	372260	בְּרִ֤יךְ	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Daniel 4:9	372536	תַּטְלֵ֣ל	AVai3fs	aphel	haphel	imperfect	imperfect	3	3	f	f	s	s
Daniel 4:9	372542	ידרון	AVqi3mp	peal	peal	imperfect	imperfect	3	3	m	f	p	p
Daniel 4:11	372576	אַתַּ֥רוּ	AVav2mp	aphel	aphel	imperative	imperative	2	2	m	m	p	p
Daniel 4:14	372655	יִצְבֵּא֙	AVqp3ms	peal	peal	perfect	imperfect	3	3	m	m	s	s
Daniel 4:14	372660	יְקִ֥ים	AVai3ms	aphel	haphel	imperfect	imperfect	3	3	m	m	s	s
Daniel 4:16	372698	אֶשְׁתֹּומַם֙	AVzp3ms	ithpoel	etpaal	perfect	perfect	3	3	m	m	s	s
Daniel 4:18	372762	יִשְׁכְּנָ֖ן	AVqi3ms	peal	peal	imperfect	imperfect	3	3	m	f	s	p
Daniel 4:32	373089	חֲשִׁיבִ֔ין	AVQsmpa	peil	peal	part pass	part pass	_	?	m	m	p	p
Daniel 4:34	373146	מְרֹומֵ֤ם	AVormsa	polel	pael	part act	part act	_	?	m	m	s	s
Daniel 4:34	373161	מַהְלְכִ֣ין	AVarmpa	aphel	haphel	part act	part act	_	?	m	m	p	p
Daniel 5:5	373251	נפקו	AVqp3mp	peal	peal	perfect	perfect	3	3	m	f	p	p
Daniel 5:10	373387	יִשְׁתַּנֹּֽו	AVMi3mp	hithpaal	etpaal	imperfect	imperfect	3	3	m	m	p	p
Daniel 5:12	373436	אַֽחֲוָיַ֨ת	AVhc	haphel	aphel	inf cons	inf cons	_	?	?	?	?	?
Daniel 5:12	373439	מְשָׁרֵ֣א	AVprmpc	pael	pael	part act	part act	_	?	m	m	p	s
Daniel 5:18	373591	יְהַ֖ב	AVqi3ms	peal	peal	imperfect	perfect	3	3	m	m	s	s
Daniel 5:19	373622	מַחֵ֔א	AVqrmsa	peal	haphel	part act	part act	_	?	m	m	s	s
Daniel 5:19	373628	מָרִ֔ים	AVarmsa	aphel	haphel	part act	part act	_	?	m	m	s	s
Daniel 5:19	373634	מַשְׁפִּֽיל	AVarmsa	aphel	haphel	part act	part act	_	?	m	m	s	s
Daniel 5:20	373642	תִּֽקְפַ֣ת	AVqi3fs	peal	peal	imperfect	perfect	3	3	f	f	s	s
Daniel 5:21	373662	שׁוי	AVQp3mp	peil	pael	perfect	perfect	3	3	m	m	p	p
Daniel 5:23	373712	הִתְרֹומַ֡מְתָּ	AVrp2ms	hithpolel	hithpaal	perfect	perfect	2	2	m	m	s	s
Daniel 5:27	373796	תְּקִ֥ילְתָּה	AVQi2ms	peil	peil	imperfect	perfect	2	2	m	m	s	s
Daniel 6:4	373909	עֲשִׁ֔ית	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Daniel 6:5	373933	שְׁחִיתָ֜ה	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 6:5	373948	שְׁחִיתָ֔ה	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 6:8	373987	אִתְיָעַ֜טוּ	AVPp3mp	ithpaal	etpaal	perfect	perfect	3	3	m	m	p	p
Daniel 6:9	374027	תְּקִ֥ים	AVai2ms	aphel	haphel	imperfect	imperfect	2	2	m	m	s	s
Daniel 6:9	374043	תֶעְדֵּֽא	AVqi3fs	peal	peal	imperfect	imperfect	3	2	f	m	s	s
Daniel 6:11	374067	פְּתִיחָ֥ן	AVQsfpa	peil	peal	part pass	part pass	_	?	f	f	p	p
Daniel 6:11	374085	מֹודֵא֙	AVarmsa	aphel	haphel	part act	part act	_	?	m	m	s	s
Daniel 6:13	374112	קְרִ֨יבוּ	AVQp3mp	peil	peal	perfect	perfect	3	3	m	m	p	p
Daniel 6:13	374114	אָמְרִ֥ין	AVqrmsa	peal	peal	part act	part act	_	?	m	m	s	p
Daniel 6:13	374157	תֶעְדֵּֽא	AVqi3fs	peal	peal	imperfect	imperfect	3	2	f	m	s	s
Daniel 6:15	374197	בְּאֵ֣שׁ	AVqrmsa	peal	peal	part act	perfect	_	3	m	m	s	s
Daniel 6:20	374324	הִ֨תְבְּהָלָ֔ה	ANcfsa	tiphel	hithpeel	?	inf cons	s	?	a	?	?	?
Daniel 6:27	374483	שִׂ֣ים	AVqp3ms	peal	peil	perfect	perfect	3	3	m	m	s	s
Daniel 6:28	374518	מַצִּ֗ל	AVarmsa	aphel	haphel	part act	part act	_	?	m	m	s	s
Daniel 7:2	374585	מְגִיחָ֖ן	AVarfpa	aphel	haphel	part act	part act	_	?	f	f	p	p
Daniel 7:7	374694	דְּחִילָה֩	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 7:7	374708	מַדֱּקָ֔ה	AVarfsa	aphel	haphel	part act	part act	_	?	f	f	s	s
Daniel 7:8	374742	אתעקרו	AVip3mp	ithpeel	etpeel	perfect	perfect	3	3	m	f	p	p
Daniel 7:18	374943	יַחְסְנ֤וּן	AVai3mp	aphel	haphel	imperfect	imperfect	3	3	m	m	p	p
Daniel 7:19	374963	דְּחִילָ֣ה	AVQsfsa	peil	peal	part pass	part pass	_	?	f	f	s	s
Daniel 7:19	374973	מַדֲּקָ֔ה	AVarfsa	aphel	haphel	part act	part act	_	?	f	f	s	s
Daniel 7:20	374991	נפלו	AVqp3mp	peal	peal	perfect	perfect	3	3	m	f	p	p
Daniel 7:23	375050	תִשְׁנֵ֖א	AVqi3fs	peal	peal	imperfect	imperfect	3	2	f	m	s	s
Daniel 7:23	375052	כָּל	AVqi3fs	peal	?	imperfect	?	3	_	f	m	s	s
Daniel 7:23	375061	תַדְּקִנַּֽהּ	AVai3fs	aphel	haphel	imperfect	imperfect	3	3	f	f	s	s
Daniel 7:28	375163	יִשְׁתַּנֹּ֣ון	AVMi3mp	hithpaal	etpaal	imperfect	imperfect	3	3	m	m	p	p
Daniel 8:7	375343	יִּתְמַרְמַ֤ר	HVfw3ms	hithpalpel	hithpael	wayyiqtol	wayyiqtol	3	3	m	m	s	s
Daniel 8:11	375455	הרים	HVhp3ms	hiphil	hophal	perfect	perfect	3	3	m	m	s	s
Daniel 9:5	375861	והרשׁענו	HC	?	hiphil	?	perfect	?	1	?	?	?	p
Daniel 9:24	376322	חתם	HVqc	qal	hiphil	inf cons	inf cons	_	?	?	?	?	?
Daniel 9:27	376432	מְשֹׁמֵ֔ם	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Daniel 10:5	376539	לָב֣וּשׁ	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
Daniel 11:10	377147	יתגרו	HVti3mp	hithpael	hithpael	imperfect	imperfect	3	3	m	m	p	s
Daniel 11:11	377151	יִתְמַרְמַר֙	HVfi3ms	hithpalpel	hithpael	imperfect	imperfect	3	3	m	m	s	s
Daniel 11:18	377314	ישׁב	HVhi3ms	hiphil	qal	imperfect	imperfect	3	3	m	m	s	s
Daniel 11:31	377587	מְשֹׁומֵֽם	HVmrmsa	poel	piel	part act	part act	_	?	m	m	s	s
Daniel 11:39	377738	הכיר	HVhp3ms	hiphil	hiphil	perfect	imperfect	3	3	m	m	s	s
Daniel 12:6	378003	לְב֣וּשׁ	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	s
Daniel 12:7	378023	לְב֣וּשׁ	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	s
Ezra 3:3	379173	יעל	HVhw3ms	hiphil	hiphil	wayyiqtol	wayyiqtol	3	3	m	m	s	p
Ezra 3:12	379465	יָסְדֹ֔ו	HVqc	qal	qal	inf cons	part act	_	?	?	m	?	s
Ezra 4:12	379740	יְדִ֨יעַ֙	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Ezra 4:12	379761	אשׁכללו	AVvi3mp	ishtaphel	shaphel	imperfect	perfect	3	3	m	m	p	p
Ezra 4:12	379764	יַחִֽיטוּ	AVai3mp	aphel	pael	imperfect	perfect	3	3	m	m	p	p
Ezra 4:13	379766	יְדִ֨יעַ֙	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Ezra 4:13	379787	תְּהַנְזִֽק	AVhi3ms	haphel	haphel	imperfect	imperfect	3	2	m	m	s	s
Ezra 4:15	379837	עָבְדִ֣ין	AVqrmsa	peal	peal	part act	part act	_	?	m	m	s	p
Ezra 4:22	379972	הַנְזָקַ֖ת	ANcfsc	tiphel	haphel	?	inf cons	s	?	c	?	?	?
Ezra 5:5	380131	יְתִיב֥וּן	AVai3mp	aphel	haphel	imperfect	imperfect	3	3	m	m	p	p
Ezra 5:7	380161	כְּתִ֣יב	AVQp3ms	peil	peal	perfect	part pass	3	?	m	m	s	s
Ezra 5:8	380169	יְדִ֣יעַ	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Ezra 5:8	380198	מַצְלַ֥ח	AVarmsa	aphel	haphel	part act	part act	_	?	m	m	s	s
Ezra 5:15	380360	אֲחֵ֣ת	AVav2ms	aphel	aphel	imperative	imperative	2	2	m	m	s	s
Ezra 5:16	380394	שְׁלִֽם	AVQsmsa	peil	peal	part pass	perfect	_	3	m	m	s	s
Ezra 6:2	380464	כְּתִ֥יב	AVQp3ms	peil	peal	perfect	part pass	3	?	m	m	s	s
Ezra 6:3	380490	מְסֹֽובְלִ֑ין	AVssmpa	saphel	pael	part pass	part pass	_	?	m	m	p	p
Ezra 6:5	380545	תַחֵ֖ת	AVai2ms	aphel	haphel	imperfect	imperfect	2	2	m	m	s	s
Ezra 6:11	380685	זְקִ֖יף	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Ezra 6:14	380746	מַצְלְחִ֔ין	AVarmpa	aphel	haphel	part act	part act	_	?	m	m	p	p
Ezra 6:17	380826	חטיא	AVpc	pael	?	inf cons	?	_	_	?	f	?	s
Ezra 7:11	381139	סֹפֵ֞ר	HNcmsc	tiphil	qal	?	part act	s	?	c	m	?	s
Ezra 7:12	381158	גְּמִ֖יר	AVQsmsa	peil	peal	part pass	part pass	_	?	m	m	s	s
Ezra 7:14	381192	שְׁלִ֔יחַ	AVQsmsa	peil	peil	part pass	perfect	_	3	m	m	s	s
Ezra 7:16	381236	הִתְנַדָּב֨וּת	ANcfsc	tiphel	hithpaal	?	inf cons	s	?	c	?	?	?
Ezra 7:25	381450	יָדַ֖ע	AVqp3ms	peal	peal	perfect	part act	3	?	m	m	s	s
Ezra 8:17	381788	אוצאה	HVhw1cs	hiphil	piel	wayyiqtol	wayyiqtol	1	1	c	?	s	s
Ezra 8:17	381809	נתונים	HVqsmpa	qal	?	part pass	?	_	_	m	m	p	p
Ezra 9:3	382365	מְשֹׁומֵֽם	HVmsmsa	poel	piel	part pass	part act	_	?	m	m	s	s
Ezra 9:4	382382	מְשֹׁומֵ֔ם	HVmsmsa	poel	piel	part pass	part act	_	?	m	m	s	s
Ezra 9:9	382535	רֹומֵ֞ם	HVmc	poel	piel	inf cons	inf cons	_	?	?	?	?	?
Ezra 9:14	382681	כַּלֵּ֔ה	HVpc	piel	piel	inf cons	inf abs	_	?	?	?	?	?
Nehemiah 2:3	383791	אֻכְּל֥וּ	HVQp3cp	qalpassive	pual	perfect	perfect	3	3	c	?	p	p
Nehemiah 2:13	384057	אֻכְּל֥וּ	HVQp3cp	qalpassive	pual	perfect	perfect	3	3	c	?	p	p
Nehemiah 3:15	384557	יעמידו	HVhi3mp	hiphil	hiphil	imperfect	imperfect	3	3	m	m	p	s
Nehemiah 5:9	385586	יאמר	HVqw3ms	qal	qal	wayyiqtol	wayyiqtol	3	1	m	?	s	s
Nehemiah 6:6	386030	נִשְׁמָע֙	HVNp3ms	niphal	niphal	perfect	part act	3	?	m	m	s	s
Nehemiah 7:2	386386	יָרֵ֥א	HVqp3ms	qal	qal	perfect	part act	3	?	m	m	s	s
Nehemiah 7:3	386393	יאמר	HVqw3ms	qal	qal	wayyiqtol	wayyiqtol	3	1	m	?	s	s
Nehemiah 8:6	387353	יִּשְׁתַּחֲוֻּ֛	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Nehemiah 8:11	387494	הַ֔סּוּ	HTj	pealal	piel	?	imperative	?	2	?	m	?	p
Nehemiah 9:5	387845	מְרֹומַ֥ם	HVOsmsa	polal	pual	part pass	part pass	_	?	m	m	s	s
Nehemiah 9:21	388249	כִּלְכַּלְתָּ֥ם	HVlp2ms	pilpel	piel	perfect	perfect	2	2	m	m	s	s
Nehemiah 9:25	388355	מְלֵֽאִים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Nehemiah 9:28	388439	נֹ֣וחַ	HVqc	qal	qal	inf cons	inf abs	_	?	?	?	?	?
Nehemiah 10:39	389163	עְשֵׂ֣ר	HVpc	piel	hiphil	inf cons	inf cons	_	?	?	?	?	?
Nehemiah 12:30	390106	יִּֽטַּהֲר֔וּ	HVtw3mp	hithpael	piel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Nehemiah 13:21	391024	לֵנִים֙	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
1_Chronicles 2:55	392530	ישׁבו	HVqp3cp	qal	qal	perfect	part act	3	?	c	m	p	p
1_Chronicles 4:23	393168	יֹּ֣וצְרִ֔ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
1_Chronicles 9:33	396543	פטירים	HNcmpa	tiphil	qal	?	part pass	p	?	a	m	?	p
1_Chronicles 11:13	397264	מְלֵאָ֣ה	HAafsa	?	qal	?	part act	s	?	a	f	?	s
1_Chronicles 19:10	401387	בָּחוּר֙	HVqsmsa	qal	?	part pass	?	_	_	m	m	s	s
1_Chronicles 21:21	402295	יִּשְׁתַּ֧חוּ	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
1_Chronicles 25:1	403896	נביאים	HNcmpa	tiphil	niphal	?	part act	p	?	a	m	?	p
1_Chronicles 26:29	404756	שֹׁטְרִ֖ים	HNcmpa	tiphil	qal	?	part act	p	?	a	m	?	p
1_Chronicles 27:1	404871	שֹׁטְרֵיהֶם֩	HNcmpc	tiphil	qal	?	part act	p	?	c	m	?	p
1_Chronicles 29:20	406599	יִּֽשְׁתַּחֲו֛וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 2:5	407372	יְכַלְכְּלֻ֑הוּ	HVli3ms	pilpel	piel	imperfect	imperfect	3	3	m	m	s	p
2_Chronicles 2:8	407475	גָּדֹ֥ול	HAamsa	?	qal	?	inf abs	s	?	a	?	?	?
2_Chronicles 6:18	409363	יְכַלְכְּל֔וּךָ	HVli3mp	pilpel	piel	imperfect	imperfect	3	3	m	m	p	p
2_Chronicles 7:3	410083	יִּֽשְׁתַּֽחֲו֔וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 7:22	410599	יִּשְׁתַּחֲו֥וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 8:10	410806	נציבים	HNcmpa	tiphil	niphal	?	part act	p	?	a	m	?	p
2_Chronicles 8:11	410850	בָּֽאָ֥ה	HVqp3fs	qal	qal	perfect	part act	3	?	f	f	s	s
2_Chronicles 17:12	414807	גָדֵ֖ל	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
2_Chronicles 18:29	415549	הִתְחַפֵּשׂ֙	HVta	hithpael	hithpael	inf abs	imperative	_	2	?	m	?	s
2_Chronicles 18:29	415551	בֹ֣וא	HVqa	qal	qal	inf abs	imperative	_	2	?	m	?	s
2_Chronicles 19:2	415723	חֹזֶה֒	HVqrmsa	qal	?	part act	?	_	_	m	m	s	s
2_Chronicles 20:18	416391	הִֽשְׁתַּחֲוֹ֖ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
2_Chronicles 20:35	416767	אֶתְחַבַּר֙	HVtp3ms	hithpael	etpaal	perfect	perfect	3	3	m	m	s	s
2_Chronicles 24:10	418435	כַלֵּֽה	HVpc	piel	piel	inf cons	inf abs	_	?	?	?	?	?
2_Chronicles 24:17	418632	יִּֽשְׁתַּחֲו֖וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 24:22	418754	מֹותֹ֣ו	HVqc	qal	?	inf cons	?	_	_	?	m	?	s
2_Chronicles 24:27	418874	ורב	HC	?	qal	?	imperfect	?	3	?	m	?	s
2_Chronicles 28:19	420804	מַ֖עַל	HNcmsa	tiphil	qal	?	perfect	s	3	a	m	?	s
2_Chronicles 28:23	420878	יַעְזְר֑וּנִי	HVhi3mp	hiphil	qal	imperfect	imperfect	3	3	m	m	p	p
2_Chronicles 29:29	421654	יִּֽשְׁתַּחֲוֽוּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 29:30	421685	יִּֽשְׁתַּחֲוֽוּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 31:1	422548	כַלֵּ֑ה	HVpc	piel	piel	inf cons	inf abs	_	?	?	?	?	?
2_Chronicles 32:23	423646	יִּנַּשֵּׂ֛א	HVtw3ms	hithpael	niphal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Chronicles 33:3	423941	יִּשְׁתַּ֨חוּ֙	HVtw3ms	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Chronicles 33:6	423990	עֹונֵ֤ן	HVmp3ms	poel	piel	perfect	perfect	3	3	m	m	s	s
2_Chronicles 33:16	424261	יכן	HVhw3ms	hiphil	qal	wayyiqtol	wayyiqtol	3	3	m	m	s	s
2_Chronicles 33:18	424305	חֹזִ֔ים	HVqrmpa	qal	?	part act	?	_	_	m	m	p	p
2_Chronicles 34:7	424602	הֵדַ֔ק	HVhc	hiphil	hiphil	inf cons	perfect	_	3	?	m	?	s
2_Chronicles 34:9	424695	ישׁבי	HVqrmpc	qal	qal	part act	wayyiqtol	_	3	m	m	p	p
2_Chronicles 34:13	424813	שֹׁטְרִ֖ים	HNcmpa	tiphil	qal	?	part act	p	?	a	m	?	p
2_Chronicles 34:25	425104	יקטירו	HVhw3mp	hiphil	piel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
2_Chronicles 34:28	425188	אֹֽסִפְךָ֜	HVqrmsc	qal	qal	part act	imperfect	_	1	m	?	s	s
2_Chronicles 36:16	426384	מִֽתַּעְתְּעִ֖ים	HVfrmpa	hithpalpel	hithpael	part act	part act	_	?	m	m	p	p
